,PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,SIGNING TEAM,TYPE,EXTENSION,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
0,501. Kyle Burroughs,SJS,27,"Jul. 12, 1995",Canada,198 lbs - 90 kg,"6'0"" - 183 cm",LD/RD,Right,196 - Round 7 - 2013 (NYI),,,,73,2.0,6.0,8.0,0.11,-42.0,79.0,0.03,19:08,3.67,79.0,193.0,121.0,0.16,3.44,8.4,5.26,604.0,762.0,44.22,1231.0,1571.0,43.93,883.0,1122.0,44.04,55.65,77.39,41.83,,,,,,,,,SJS,Standard (1-way),,"Jul. 1, 2023",27,,,,3,UFA,UFA,2026,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
1,502. Nick Cousins,FLA,29,"Jul. 20, 1993",Canada,183 lbs - 83 kg,"5'11"" - 180 cm","LW, C",Left,68 - Round 3 - 2011 (PHI),,,,69,7.0,8.0,15.0,0.22,1.0,111.0,0.06,12:11,11.04,111.0,181.0,142.0,0.79,7.92,12.92,10.13,451.0,370.0,54.93,941.0,751.0,55.61,633.0,551.0,53.46,38.54,38.61,49.95,,,,,,,,,FLA,Standard (1-way),,"Jul. 13, 2022",28,,,,2,UFA,UFA,2024,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$775,000","$1,100,000","$325,000",$0
2,503. Troy Stecher,EDM,29,"Apr. 7, 1994",Canada,186 lbs - 84 kg,"5'10"" - 178 cm",RD,Right,,,,,54,1.0,6.0,7.0,0.13,9.0,51.0,0.02,18:07,3.6,51.0,156.0,82.0,0.22,3.18,9.73,5.11,393.0,538.0,42.21,826.0,1037.0,44.34,591.0,773.0,43.33,44.27,54.79,44.69,,,,,,,,,ARI,Standard (1-way),,"Jul. 1, 2023",29,,,,1,UFA,UFA,2024,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
3,504. Marc Staal,PHI,36,"Jan. 13, 1987",Canada,209 lbs - 95 kg,"6'4"" - 193 cm",LD,Left,12 - Round 1 - 2005 (NYR),,,,35,1.0,4.0,5.0,0.14,2.0,20.0,0.05,13:48,1.38,20.0,59.0,37.0,0.17,2.49,7.33,4.59,252.0,252.0,50.0,470.0,529.0,47.05,357.0,357.0,50.0,22.78,25.25,47.43,,,,,,,,,PHI,35+ (1-way),,"Jul. 3, 2023",36,,,,1,UFA,UFA,2024,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
4,505. Brandon Duhaime,COL,26,"May 22, 1997",United States,200 lbs - 91 kg,"6'2"" - 188 cm","RW, LW",Left,106 - Round 4 - 2016 (MIN),,,,80,5.0,8.0,13.0,0.16,-5.0,92.0,0.05,10:51,10.88,91.0,174.0,136.0,0.76,6.37,12.17,9.52,334.0,511.0,39.53,699.0,1050.0,39.97,478.0,756.0,38.74,29.53,49.88,37.19,,,,,,,,,MIN,Standard (1-way),,"Jul. 16, 2023",26,✔,✔,,1,RFA,UFA,2024,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
5,506. Travis Hamonic,OTT,32,"Aug. 16, 1990",Canada,205 lbs - 93 kg,"6'2"" - 188 cm",RD,Right,53 - Round 2 - 2008 (NYI),,,,48,2.0,4.0,6.0,0.13,-10.0,50.0,0.04,14:44,1.35,50.0,118.0,76.0,0.11,4.24,10.01,6.45,298.0,440.0,40.38,594.0,866.0,40.68,429.0,610.0,41.29,27.08,42.87,38.71,,,,,,,,,OTT,Standard (1-way),,"Jul. 4, 2023",32,,,NMC,2,UFA,UFA,2025,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
6,507. Brendan Smith,NJD,34,"Feb. 8, 1989",Canada,200 lbs - 91 kg,"6'2"" - 188 cm","LD/RD, LW",Left,27 - Round 1 - 2007 (DET),,,,63,5.0,10.0,15.0,0.24,-3.0,60.0,0.08,16:06,3.58,60.0,136.0,95.0,0.21,3.55,8.03,5.62,399.0,551.0,42.0,810.0,1123.0,41.9,570.0,800.0,41.61,37.27,58.41,38.95,,,,,,,,,NJD,Standard (1-way),,"Jul. 13, 2022",33,,,,2,UFA,UFA,2024,"$1,100,000",1.3%,"$1,100,000","$1,200,000","$1,200,000","$1,200,000",$0,$0
7,508. Rem Pitlick,CHI,26,"Apr. 2, 1997",Canada,196 lbs - 89 kg,"5'11"" - 180 cm","LW, RW",Left,76 - Round 3 - 2016 (NSH),,,,9,0.0,0.0,0.0,0.0,-7.0,13.0,0.0,15:35,2.46,13.0,25.0,21.0,1.05,5.56,10.69,8.98,62.0,57.0,52.1,146.0,124.0,54.07,94.0,85.0,52.51,7.84,6.58,54.37,,,,,,,,,MTL,Standard (1-way),,"Jul. 16, 2022",25,,,,2,UFA,UFA,2024,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
8,509. Filip Zadina,SJS,23,"Nov. 27, 1999",Czech Republic,189 lbs - 86 kg,"6'0"" - 183 cm","RW, LW",Left,6 - Round 1 - 2018 (DET),,,✔,72,13.0,10.0,23.0,0.32,-44.0,137.0,0.09,13:20,14.39,137.0,267.0,196.0,0.9,8.56,16.68,12.24,420.0,576.0,42.17,911.0,1127.0,44.7,625.0,825.0,43.1,42.02,58.77,41.69,,,,,,,,,SJS,Standard (1-way),,"Jul. 10, 2023",23,✔,,,1,UFA,RFA,2024,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
9,510. Mathieu Olivier,CBJ,26,"Feb. 11, 1997",United States,210 lbs - 95 kg,"6'2"" - 188 cm",RW,Right,,,,,54,5.0,7.0,12.0,0.22,-4.0,55.0,0.09,11:16,6.65,54.0,93.0,79.0,0.65,5.32,9.16,7.78,232.0,342.0,40.42,529.0,675.0,43.94,365.0,475.0,43.45,22.95,31.73,41.97,,,,,,,,,CBJ,Standard (1-way),✔,"Jun. 21, 2023",26,✔,,,2,RFA,UFA,2025,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
10,511. Anthony Stolarz,FLA,29,"Jan. 20, 1994",United States,240 lbs - 109 kg,"6'6"" - 198 cm",G,Left,45 - Round 2 - 2012 (PHI),,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,2.0,2.03,0.925,2.02,2.94,0.91,FLA,Standard (1-way),,"Jul. 1, 2023",29,,,,1,UFA,UFA,2024,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
11,512. Conor Timmins,TOR,24,"Sep. 18, 1998",Canada,185 lbs - 84 kg,"6'2"" - 188 cm",RD,Right,32 - Round 2 - 2017 (COL),,,,25,1.0,9.0,10.0,0.4,9.0,25.0,0.04,16:01,1.35,25.0,66.0,38.0,0.2,3.75,9.89,5.69,242.0,158.0,60.5,461.0,326.0,58.58,341.0,226.0,60.14,26.77,14.72,64.52,,,,,,,,,TOR,Standard (1-way),✔,"Feb. 9, 2023",24,,,,2,RFA,RFA,2025,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
12,513. Ross Johnston,ANA,29,"Feb. 18, 1994",Canada,235 lbs - 107 kg,"6'5"" - 196 cm",LW,Left,,,,,68,1.0,3.0,4.0,0.06,-12.0,44.0,0.02,08:11,4.96,44.0,77.0,60.0,0.55,4.84,8.47,6.6,192.0,273.0,41.29,392.0,558.0,41.26,287.0,400.0,41.78,13.85,23.89,36.7,,,,,,,,,NYI,Standard (1-way),✔,"Oct. 26, 2021",28,,,,4,UFA,UFA,2026,"$1,100,000",1.3%,"$1,100,000","$1,100,000","$1,100,000","$1,100,000",$0,$0
13,514. Kevin Bahl,NJD,23,"Jun. 27, 2000",Canada,216 lbs - 98 kg,"6'6"" - 198 cm",LD,Left,55 - Round 2 - 2018 (ARI),,,,82,1.0,10.0,11.0,0.13,1.0,63.0,0.02,17:23,2.37,63.0,166.0,97.0,0.1,2.65,6.98,4.08,577.0,750.0,43.48,1168.0,1481.0,44.09,864.0,1060.0,44.91,61.12,74.4,45.1,,,,,,,,,NJD,Standard (1-way),,"Jul. 31, 2023",23,,,,2,RFA,RFA,2025,"$1,050,000",1.3%,"$1,050,000","$900,000","$900,000","$900,000",$0,$0
14,515. Logan O'Connor,COL,26,"Aug. 14, 1996",Canada,175 lbs - 79 kg,"6'0"" - 183 cm","RW, LW",Right,,,,,57,13.0,12.0,25.0,0.44,13.0,85.0,0.15,14:57,12.3,85.0,174.0,130.0,0.87,5.98,12.25,9.15,411.0,429.0,48.93,838.0,863.0,49.27,600.0,601.0,49.96,39.76,49.43,44.58,,,,,,,,,COL,Standard (1-way),✔,"Sep. 22, 2021",25,✔,,,3,RFA,UFA,2025,"$1,050,000",1.3%,"$1,050,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
15,516. Steven Lorentz,FLA,27,"Apr. 13, 1996",Canada,192 lbs - 87 kg,"6'3"" - 191 cm","C, LW, RW",Left,186 - Round 7 - 2015 (CAR),,,,38,1.0,2.0,3.0,0.08,-9.0,30.0,0.03,08:47,3.62,30.0,63.0,46.0,0.65,5.39,11.32,8.27,144.0,157.0,47.84,287.0,295.0,49.31,200.0,209.0,48.9,11.58,13.03,47.05,,,,,,,,,SJS,Standard (1-way),,"Jul. 22, 2022",26,✔,✔,,2,RFA,UFA,2024,"$1,050,000",1.3%,"$1,050,000","$1,150,000","$1,150,000","$1,150,000",$0,$0
16,517. Kevin Shattenkirk,BOS,34,"Jan. 29, 1989",United States,207 lbs - 94 kg,"6'0"" - 183 cm",RD,Right,14 - Round 1 - 2007 (COL),,,,61,6.0,18.0,24.0,0.39,-2.0,78.0,0.08,15:46,3.01,79.0,180.0,104.0,0.19,4.92,11.22,6.48,518.0,419.0,55.28,1014.0,907.0,52.79,736.0,638.0,53.57,56.65,40.47,58.33,,,,,,,,,BOS,Standard (1-way),,"Jul. 1, 2023",34,,,,1,UFA,UFA,2024,"$1,050,000",1.3%,"$1,050,000","$1,050,000","$1,050,000","$1,050,000",$0,$0
17,518. Daniil Tarasov,CBJ,24,"Mar. 27, 1999",Russia,154 lbs - 70 kg,"6'3"" - 191 cm",G,Left,86 - Round 3 - 2017 (CBJ),,,✔,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,11.0,0.0,3.18,0.908,3.18,3.25,0.06,CBJ,Standard (1-way),✔,"Jun. 15, 2022",23,,,,3,RFA,RFA,2025,"$1,050,000",1.3%,"$1,050,000","$1,050,000","$1,050,000","$1,050,000",$0,$0
18,519. Scott Wedgewood,DAL,30,"Aug. 14, 1992",Canada,194 lbs - 88 kg,"6'0"" - 183 cm",G,Left,84 - Round 3 - 2010 (NJD),,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,0.0,2.85,0.899,2.85,2.6,-0.26,DAL,Standard (1-way),✔,"Jun. 30, 2022",29,,,,2,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
19,520. Juuso Välimäki,UTA,24,"Oct. 6, 1998",Finland,212 lbs - 96 kg,"6'2"" - 188 cm",LD,Left,16 - Round 1 - 2017 (CGY),,,✔,68,2.0,15.0,17.0,0.25,12.0,69.0,0.03,19:05,4.19,69.0,164.0,119.0,0.19,3.19,7.58,5.5,595.0,612.0,49.3,1254.0,1251.0,50.06,910.0,906.0,50.11,62.97,60.69,50.92,,,,,,,,,ARI,Standard (1-way),✔,"Jan. 24, 2023",24,✔,,,1,RFA,RFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
20,521. Dmitry Kulikov,FLA,32,"Oct. 29, 1990",Russia,199 lbs - 90 kg,"6'1"" - 185 cm",LD/RD,Left,14 - Round 1 - 2009 (FLA),,,,76,1.0,19.0,20.0,0.26,15.0,74.0,0.01,16:30,4.7,74.0,186.0,116.0,0.22,3.54,8.89,5.55,584.0,601.0,49.28,1200.0,1205.0,49.9,842.0,882.0,48.84,59.07,64.56,47.78,,,,,,,,,FLA,Standard (1-way),,"Jul. 1, 2023",32,,,,1,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
21,522. Logan Stanley,WPG,25,"May 26, 1998",Canada,216 lbs - 98 kg,"6'6"" - 198 cm",LD,Left,18 - Round 1 - 2016 (WPG),,,✔,25,1.0,1.0,2.0,0.08,4.0,29.0,0.03,13:46,0.8,28.0,68.0,44.0,0.15,5.12,12.44,8.05,164.0,167.0,49.55,307.0,356.0,46.3,236.0,245.0,49.06,14.67,16.2,47.52,,,,,,,,,WPG,Standard (1-way),,"Aug. 19, 2023",25,✔,,,1,RFA,RFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
22,523. Patrick Maroon,BOS,35,"Apr. 23, 1988",United States,236 lbs - 107 kg,"6'2"" - 188 cm","LW, RW",Left,161 - Round 6 - 2007 (PHI),,,,51,4.0,12.0,16.0,0.31,-11.0,56.0,0.07,12:50,5.68,56.0,106.0,74.0,0.52,5.13,9.71,6.78,301.0,309.0,49.34,616.0,646.0,48.81,425.0,460.0,48.02,26.6,29.06,47.79,,,,,,,,,TBL,Standard (1-way),✔,"Feb. 8, 2022",34,,,M-NTC,2,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
23,524. Cam Talbot,LAK,35,"Jul. 5, 1987",Canada,196 lbs - 89 kg,"6'4"" - 193 cm",G,Left,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,20.0,3.0,2.5,0.913,2.47,2.82,0.34,LAK,35+ (1-way),,"Jul. 1, 2023",35,,,NTC,1,UFA,UFA,2024,"$1,000,000",1.2%,"$2,000,000","$1,000,000","$775,000","$1,000,000","$225,000","$1,000,000"
24,525. Mike Reilly,NYI,29,"Jul. 13, 1993",United States,200 lbs - 91 kg,"6'1"" - 185 cm",LD,Left,98 - Round 4 - 2011 (CBJ),,,,61,6.0,18.0,24.0,0.39,-1.0,126.0,0.05,17:09,5.23,126.0,262.0,184.0,0.3,7.22,15.02,10.55,592.0,474.0,55.53,1146.0,981.0,53.88,840.0,690.0,54.9,55.38,42.34,56.67,,,,,,,,,FLA,Standard (1-way),,"Jul. 1, 2023",29,,,,1,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
25,526. Andreas Englund,LAK,27,"Jan. 21, 1996",Sweden,189 lbs - 86 kg,"6'3"" - 191 cm",LD,Left,40 - Round 2 - 2014 (OTT),,,,82,1.0,9.0,10.0,0.12,-3.0,41.0,0.02,13:13,1.39,40.0,109.0,55.0,0.08,2.24,6.1,3.08,506.0,546.0,48.1,1010.0,1059.0,48.82,729.0,771.0,48.6,44.67,51.36,46.52,,,,,,,,,LAK,Standard (1-way),,"Jul. 1, 2023",27,,,,2,UFA,UFA,2025,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
26,527. Rasmus Kupari,WPG,23,"Mar. 15, 2000",Finland,189 lbs - 86 kg,"6'2"" - 188 cm","C, LW, RW",Right,20 - Round 1 - 2018 (LAK),,,,28,0.0,1.0,1.0,0.04,-5.0,28.0,0.0,09:08,2.24,27.0,47.0,36.0,0.56,6.71,11.68,8.94,86.0,121.0,41.55,183.0,223.0,45.07,126.0,170.0,42.57,6.81,9.76,41.1,,,,,,,,,WPG,Standard (1-way),,"Aug. 2, 2023",23,,,,2,RFA,RFA,2025,"$1,000,000",1.2%,"$1,000,000","$900,000","$900,000","$900,000",$0,$0
27,528. Samuel Blais,STL,27,"Jun. 17, 1996",Canada,205 lbs - 93 kg,"6'2"" - 188 cm","LW, RW",Left,176 - Round 6 - 2014 (STL),,,,53,1.0,6.0,7.0,0.13,-11.0,33.0,0.03,09:41,3.43,33.0,67.0,48.0,0.4,3.86,7.83,5.61,191.0,262.0,42.16,411.0,505.0,44.87,281.0,375.0,42.84,17.12,24.15,41.48,,,,,,,,,STL,Standard (1-way),✔,"Mar. 2, 2023",27,,,,1,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
28,529. Mattias Janmark,EDM,30,"Dec. 8, 1992",Sweden,195 lbs - 88 kg,"6'1"" - 185 cm","LW, RW",Left,79 - Round 3 - 2013 (DET),,,,71,4.0,8.0,12.0,0.17,0.0,67.0,0.06,11:53,9.19,67.0,109.0,90.0,0.67,4.86,7.9,6.52,339.0,408.0,45.38,669.0,794.0,45.73,484.0,574.0,45.75,35.29,41.42,46.01,,,,,,,,,EDM,Standard (1-way),✔,"Jun. 30, 2023",30,,,,1,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
29,530. Kevin Stenlund,FLA,26,"Sep. 20, 1996",Sweden,210 lbs - 95 kg,"6'4"" - 193 cm","C, RW",Right,58 - Round 2 - 2015 (CBJ),,,,81,11.0,4.0,15.0,0.19,-10.0,81.0,0.14,12:36,8.68,81.0,142.0,104.0,0.51,4.76,8.35,6.11,392.0,531.0,42.47,759.0,1082.0,41.23,524.0,768.0,40.56,30.31,59.12,33.89,,,,,,,,,FLA,Standard (1-way),,"Jul. 1, 2023",26,,,,1,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
30,531. James van Riemsdyk,BOS,34,"May 4, 1989",United States,217 lbs - 98 kg,"6'3"" - 191 cm","LW, RW",Left,2 - Round 1 - 2007 (PHI),,,,71,11.0,27.0,38.0,0.54,7.0,142.0,0.08,13:30,22.76,140.0,222.0,189.0,1.42,8.76,13.89,11.83,578.0,398.0,59.22,1128.0,826.0,57.73,824.0,603.0,57.74,71.2,36.95,65.84,,,,,,,,,BOS,Standard (1-way),,"Jul. 1, 2023",34,,,,1,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
31,532. Craig Smith,DAL,33,"Sep. 5, 1989",United States,208 lbs - 94 kg,"6'1"" - 185 cm",RW,Right,98 - Round 4 - 2009 (NSH),,,,75,11.0,9.0,20.0,0.27,2.0,112.0,0.1,10:13,11.41,112.0,216.0,166.0,0.89,8.77,16.91,13.0,394.0,308.0,56.13,812.0,648.0,55.62,585.0,451.0,56.47,35.4,26.18,57.49,,,,,,,,,DAL,Standard (1-way),,"Jul. 1, 2023",33,,,,1,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$800,000","$1,000,000","$200,000",$0
32,533. Tomas Nosek,NJD,30,"Sep. 1, 1992",Czech Republic,205 lbs - 93 kg,"6'2"" - 188 cm","LW, C",Left,,,,,36,2.0,4.0,6.0,0.17,-11.0,38.0,0.05,11:48,3.53,38.0,73.0,56.0,0.5,5.37,10.31,7.91,165.0,231.0,41.67,330.0,481.0,40.69,240.0,351.0,40.61,13.92,25.31,35.47,,,,,,,,,NJD,Standard (1-way),,"Jul. 19, 2023",30,,,,1,UFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
33,534. Curtis Lazar,NJD,28,"Feb. 2, 1995",Canada,211 lbs - 96 kg,"6'0"" - 183 cm","RW, C",Right,17 - Round 1 - 2013 (OTT),,,,71,7.0,18.0,25.0,0.35,10.0,74.0,0.09,12:23,10.17,74.0,129.0,99.0,0.69,5.05,8.8,6.75,362.0,439.0,45.19,717.0,902.0,44.29,501.0,652.0,43.45,39.02,41.38,48.53,,,,,,,,,VAN,Standard (1-way),,"Jul. 13, 2022",27,,,,3,UFA,UFA,2025,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
34,535. Samuel Montembeault,MTL,26,"Oct. 30, 1996",Canada,214 lbs - 97 kg,"6'3"" - 191 cm",G,Left,77 - Round 3 - 2015 (FLA),,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,15.0,0.0,3.14,0.903,3.14,3.57,0.44,MTL,Standard (1-way),,"Jul. 18, 2022",25,✔,,,2,RFA,UFA,2024,"$1,000,000",1.2%,"$1,000,000","$1,000,000","$1,000,000","$1,000,000",$0,$0
35,536. Kurtis MacDermid,NJD,29,"Mar. 25, 1994",Canada,233 lbs - 106 kg,"6'5"" - 196 cm","LD/RD, LW",Left,,,,,45,2.0,1.0,3.0,0.07,4.0,16.0,0.13,04:49,1.37,16.0,27.0,21.0,0.38,4.41,7.45,5.79,67.0,96.0,41.1,133.0,210.0,38.78,90.0,144.0,38.46,5.2,8.28,38.54,,,,,,,,,COL,Standard (1-way),✔,"Apr. 5, 2022",28,,,,2,UFA,UFA,2024,"$987,500",1.2%,"$987,500","$1,000,000","$1,000,000","$1,000,000",$0,$0
36,537. Justin Danforth,CBJ,30,"Mar. 15, 1993",Canada,185 lbs - 84 kg,"5'9"" - 175 cm","RW, C",Right,,,,,71,10.0,16.0,26.0,0.37,-10.0,86.0,0.12,14:16,14.32,87.0,175.0,143.0,0.85,5.15,10.36,8.47,465.0,604.0,43.5,942.0,1206.0,43.85,682.0,869.0,43.97,45.55,62.14,42.3,,,,,,,,,CBJ,Standard (1-way),✔,"Mar. 8, 2022",29,,,,2,UFA,UFA,2024,"$975,000",1.2%,"$975,000","$975,000","$975,000","$975,000",$0,$0
37,538. Arvid Söderblom,CHI,23,"Aug. 19, 1999",Sweden,180 lbs - 82 kg,"6'3"" - 191 cm",G,Left,,,✓,✔,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,22.0,0.0,3.92,0.879,3.88,3.46,-0.42,CHI,Standard (1-way),✔,"May 10, 2023",23,✔,,,2,RFA,RFA,2025,"$962,500",1.2%,"$962,500","$925,000","$775,000","$925,000","$150,000",$0
38,539. Gustav Lindström,ANA,24,"Oct. 20, 1998",Sweden,194 lbs - 88 kg,"6'2"" - 188 cm",RD,Right,38 - Round 2 - 2017 (DET),,,✔,46,3.0,7.0,10.0,0.22,12.0,29.0,0.1,15:24,1.54,29.0,72.0,45.0,0.13,2.52,6.25,3.9,260.0,342.0,43.19,530.0,699.0,43.12,382.0,500.0,43.31,24.28,32.49,42.77,,,,,,,,,DET,Standard (1-way),✔,"Jul. 1, 2023",24,✔,,,1,UFA,RFA,2024,"$950,000",1.1%,"$950,000","$950,000","$950,000","$950,000",$0,$0
39,540. Adam Fantilli,CBJ,18,"Oct. 12, 2004",Canada,195 lbs - 88 kg,"6'2"" - 188 cm",C,Left,3 - Round 1 - 2023 (CBJ),,✓,,49,12.0,15.0,27.0,0.55,-21.0,115.0,0.1,15:42,12.65,115.0,247.0,170.0,0.99,8.96,19.25,13.25,392.0,386.0,50.39,841.0,724.0,53.74,579.0,536.0,51.93,42.27,38.11,52.59,,,,,,,,,CBJ,Entry-Level,,"Jul. 1, 2023",18,,,,3,ELC,RFA,2026,"$950,000",1.1%,"$4,150,000","$950,000","$855,000","$82,500","$95,000","$3,200,000"
40,541. Logan Cooley,UTA,19,"May 4, 2004",United States,180 lbs - 82 kg,"5'11"" - 180 cm",C,Left,3 - Round 1 - 2022 (ARI),,✓,,82,20.0,24.0,44.0,0.54,-13.0,151.0,0.13,15:48,17.96,150.0,283.0,216.0,0.83,6.94,13.09,9.99,610.0,625.0,49.39,1271.0,1203.0,51.37,929.0,883.0,51.27,70.16,62.95,52.71,,,,,,,,,ARI,Entry-Level,,"Jul. 27, 2023",19,,,,3,ELC,RFA,2026,"$950,000",1.1%,"$4,450,000","$950,000","$855,000","$82,500","$95,000","$3,500,000"
41,542. Robert Bortuzzo,NYI,34,"Mar. 18, 1989",Canada,216 lbs - 98 kg,"6'4"" - 193 cm",RD,Right,78 - Round 3 - 2007 (PIT),,,,27,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13:43,0.72,11.0,26.0,18.0,0.12,1.78,4.2,2.91,147.0,230.0,38.99,280.0,489.0,36.4,213.0,328.0,39.36,15.62,23.64,39.79,,,,,,,,,STL,Standard (1-way),✔,"Feb. 8, 2022",33,,,,2,UFA,UFA,2024,"$950,000",1.2%,"$950,000","$950,000","$950,000","$950,000",$0,$0
42,543. Juraj Slafkovsky,MTL,19,"Mar. 30, 2004",Slovakia,238 lbs - 108 kg,"6'3"" - 191 cm","RW, LW",Left,1 - Round 1 - 2022 (MTL),,✓,,82,20.0,30.0,50.0,0.61,-19.0,152.0,0.13,17:56,22.11,152.0,314.0,226.0,0.9,6.2,12.81,9.22,816.0,695.0,54.0,1597.0,1370.0,53.83,1178.0,1004.0,53.99,93.36,72.56,56.26,,,,,,,,,MTL,Entry-Level,,"Jul. 13, 2022",18,,,,3,ELC,RFA,2025,"$950,000",1.2%,"$4,450,000","$950,000","$855,000","$82,500","$95,000","$3,500,000"
43,544. Zach Benson,BUF,18,"May 12, 2005",Canada,170 lbs - 77 kg,"5'10"" - 178 cm",LW,Left,13 - Round 1 - 2023 (BUF),,✓,,71,11.0,19.0,30.0,0.42,-3.0,98.0,0.11,14:31,17.18,99.0,178.0,142.0,1.0,5.76,10.36,8.27,543.0,456.0,54.35,1060.0,915.0,53.67,760.0,673.0,53.04,52.76,50.06,51.31,,,,,,,,,BUF,Entry-Level,,"Jul. 28, 2023",18,,,,3,ELC,RFA,2026,"$950,000",1.1%,"$1,600,000","$950,000","$855,000","$82,500","$95,000","$650,000"
44,545. Ivan Miroshnichenko,WSH,19,"Feb. 4, 2004",Russia,185 lbs - 84 kg,"6'1"" - 185 cm",LW,Right,20 - Round 1 - 2022 (WSH),,✓,,21,2.0,4.0,6.0,0.29,-4.0,30.0,0.07,12:08,4.8,30.0,73.0,58.0,1.12,7.06,17.18,13.65,104.0,130.0,44.44,250.0,261.0,48.92,176.0,199.0,46.93,12.68,10.55,54.58,,,,,,,,,WSH,Entry-Level,,"May 1, 2023",19,,,,3,ELC,RFA,2026,"$950,000",1.2%,"$1,700,000","$950,000","$855,000","$82,500","$95,000","$500,000"
45,546. Leo Carlsson,ANA,18,"Dec. 26, 2004",Sweden,193 lbs - 88 kg,"6'3"" - 191 cm",C,Left,2 - Round 1 - 2023 (ANA),,✓,,55,12.0,17.0,29.0,0.53,-11.0,109.0,0.11,18:06,11.8,108.0,180.0,142.0,0.72,6.62,11.03,8.69,541.0,417.0,56.47,1055.0,838.0,55.73,776.0,618.0,55.67,58.99,47.26,55.52,,,,,,,,,ANA,Entry-Level,,"Jul. 12, 2023",18,,,,3,ELC,RFA,2026,"$950,000",1.1%,"$4,200,000","$950,000","$855,000","$82,500","$95,000","$3,250,000"
